0001	-1	20	40	DC
0002	-1	20	30	DC
0003	-1	20	20	NCC
0004	-1	20	65	DC
0005	-1	20	32	OC
0006	-1	20	72	TP
0007	-1	20	19	TP
0008	-1	20	67	DC
0009	-1	20	14	NCC
0010	-1	20	52	DC
0011	-1	20	35	TAC
0012	-1	20	78	NCC
0013	-1	20	71	OC
0014	-1	20	40	BC
0015	-1	20	30	DC
0016	-1	20	20	NCC
0017	-1	20	10	DC
0018	-1	20	45	DC
0019	-1	20	50	DC
0020	-1	20	16	TAC
0021	-1	20	53	DC
0022	-1	20	105	DC
0023	-1	20	98	DC
0024	-1	20	86	OC
0025	-1	20	46	OC
0026	-1	20	22	OC
0027	-1	20	56	DC
0028	-1	20	45	TP
0029	-1	20	64	DC
0030	-1	20	53	TP
0031	-1	20	24	DC
0032	-1	20	27	NCC
0033	-1	20	52	NCC
0034	-1	20	40	DC
0035	-1	20	25	NCC
0036	-1	20	46	DC
0037	-1	20	56	DC
0038	-1	20	76	DC
0039	-1	20	66	DC
0040	-1	20	96	DC
0041	-1	20	16	DC
0042	-1	20	32	DC
0043	-1	20	98	DC
0044	-1	20	102	DC
0045	-1	20	103	DC
0046	-1	20	104	DC
0047	-1	20	105	DC
0048	-1	20	88	DC
0049	-1	20	94	DC
0050	-1	20	43	DC
0051	-1	20	42	DC
0052	-1	20	41	DC
0053	-1	20	40	DC
0054	-1	20	36	DC
0055	-1	20	46	DC
0056	-1	20	92	DC
0057	-1	20	100	TP
0058	-1	20	100	TP
0059	-1	20	88	TP
0060	-1	20	97	TP
0061	-1	20	46	TP
0062	-1	20	46	TP
0063	-1	20	46	TP
0064	-1	20	46	TP
0065	-1	20	46	TP
0066	-1	20	46	TP
0067	-1	20	46	NCC
0068	-1	20	46	NCC
0069	-1	20	46	NCC
0070	-1	20	46	NCC
0071	-1	20	46	NCC
0072	-1	20	46	NCC
0073	-1	20	46	NCC
0074	-1	20	46	NCC
0075	-1	20	46	NCC
0076	-1	20	46	NCC
