0001	-1	20	84	DC
0002	-1	20	73	TC
0003	-1	20	13	NCC
0004	-1	20	14	DC
0005	-1	20	22	DC
0006	-1	20	28	OP
0007	-1	20	73	TP
0008	-1	20	94	TAC
0009	-1	20	18	DC
0010	-1	20	43	DC
0011	-1	20	19	BC
0012	-1	20	99	DC
0013	-1	20	17	DC
0014	-1	20	84	DC
0015	-1	20	73	TC
0016	-1	20	13	NCC
0017	-1	20	14	DC
0018	-1	20	22	DC
0019	-1	20	28	OP
0020	-1	20	73	TP
0021	-1	20	94	TAC
0022	-1	20	38	DC
0023	-1	20	13	DC
0024	-1	20	14	BC
0025	-1	20	19	DC
0026	-1	20	27	DC
0027	-1	20	84	DC
0028	-1	20	53	TC
0029	-1	20	73	NCC
0030	-1	20	64	DC
0031	-1	20	24	DC
0032	-1	20	58	DC
0033	-1	20	33	TP
0034	-1	20	14	TAC
0035	-1	20	58	DC
0036	-1	20	83	NCC
0037	-1	20	16	BC
0038	-1	20	17	DC
0039	-1	20	17	NCC
0040	-1	20	44	DC
0041	-1	20	63	TC
0042	-1	20	43	NCC
0043	-1	20	84	DC
0044	-1	20	52	DC
0045	-1	20	14	OP
0046	-1	20	13	TC
0047	-1	20	12	TC
0048	-1	20	102	TC
0049	-1	20	53	TC
0050	-1	20	54	TC
0051	-1	20	93	TC
0052	-1	20	40	DC
0053	-1	20	15	DC
0054	-1	20	69	DC
0055	-1	20	102	DC
0056	-1	20	103	DC
0057	-1	20	104	DC
0058	-1	20	86	DC
0059	-1	20	88	DC
0060	-1	20	92	DC
0061	-1	20	18	DC
0062	-1	20	19	TP
0063	-1	20	20	TP
0064	-1	20	21	TP
0065	-1	20	19	TP
0066	-1	20	60	TP
0067	-1	20	75	TP
0068	-1	20	92	TP
0069	-1	20	47	TP
0070	-1	20	95	TP
0071	-1	20	93	TP
0072	-1	20	44	DC
0073	-1	20	104	DC
0074	-1	20	32	DC
0075	-1	20	65	DC
0076	-1	20	37	DC
0077	-1	20	44	DC
0078	-1	20	21	DC
0079	-1	20	27	DC
0080	-1	20	92	DC
0081	-1	20	93	DC
0082	-1	20	95	TP
0083	-1	20	94	TP
0084	-1	20	29	TP
0085	-1	20	31	TP
0086	-1	20	40	TP
0087	-1	20	32	TP
0088	-1	20	43	TP
0089	-1	20	39	TP
0090	-1	20	60	TP
0091	-1	20	71	TP
