0001	-1	20	40	NCC
0002	-1	20	90	BC
0003	-1	20	13	NCC
0004	-1	20	14	OC
0005	-1	20	32	DC
0006	-1	20	58	TP
0007	-1	20	13	TC
0008	-1	20	34	DC
0009	-1	20	28	DC
0010	-1	20	32	DC
0011	-1	20	92	BC
0012	-1	20	18	TAC
0013	-1	20	17	DC
0015	-1	20	40	DC
0015	-1	20	40	DC
0016	-1	20	40	NCC
0017	-1	20	90	BC
0018	-1	20	13	NCC
0019	-1	20	14	OC
0020	-1	20	32	DC
0021	-1	20	58	TP
0022	-1	20	24	TC
0023	-1	20	53	DC
0024	-1	20	21	DC
0025	-1	20	35	DC
0026	-1	20	53	BC
0027	-1	20	32	TAC
0028	-1	20	32	DC
0029	-1	20	24	DC
0030	-1	20	43	DC
0031	-1	20	45	NCC
0032	-1	20	91	BC
0033	-1	20	11	NCC
0034	-1	20	11	OC
0035	-1	20	31	DC
0036	-1	20	54	TP
0037	-1	20	13	TC
0038	-1	20	24	DC
0039	-1	20	48	DC
0040	-1	20	52	DC
0041	-1	20	42	BC
0042	-1	20	68	TAC
0043	-1	20	57	DC
0044	-1	20	50	DC
0045	-1	20	90	DC
0046	-1	20	80	DC
0047	-1	20	70	DC
0048	-1	20	93	DC
0049	-1	20	94	DC
0050	-1	20	91	DC
0051	-1	20	86	DC
0052	-1	20	88	DC
0053	-1	20	82	DC
0054	-1	20	70	DC
0055	-1	20	73	DC
0056	-1	20	77	DC
0057	-1	20	80	DC
0058	-1	20	86	DC
0059	-1	20	88	DC
0060	-1	20	92	DC
0061	-1	20	93	DC
0062	-1	20	45	DC
0063	-1	20	34	DC
0064	-1	20	39	DC
0065	-1	20	19	DC
0066	-1	20	33	TC
0067	-1	20	23	TC
0068	-1	20	53	TC
0069	-1	20	63	TC
0070	-1	20	43	TC
0071	-1	20	73	TC
0072	-1	20	83	TC
0073	-1	20	93	TC
0074	-1	20	103	TC
0075	-1	20	19	TC
0076	-1	20	68	TP
0077	-1	20	78	TP
0078	-1	20	78	TP
0079	-1	20	68	TP
0080	-1	20	38	TP
0081	-1	20	28	TP
0082	-1	20	18	TP
0083	-1	20	56	TP
0084	-1	20	43	TP
0085	-1	20	42	TP
