0001	-1	20	40	NCC
0002	-1	20	90	BC
0003	-1	20	13	NCC
0004	-1	20	14	OC
0005	-1	20	32	DC
0006	-1	20	58	TP
0007	-1	20	13	TC
0008	-1	20	34	DC
0009	-1	20	28	DC
0010	-1	20	32	DC
0011	-1	20	92	BC
0012	-1	20	18	TAC
0013	-1	20	17	DC
0015	-1	20	40	DC
0015	-1	20	40	DC
0016	-1	20	40	NCC
0017	-1	20	90	BC
0018	-1	20	13	NCC
0019	-1	20	14	OC
0020	-1	20	32	DC
0021	-1	20	58	TP
0022	-1	20	24	TC
0023	-1	20	53	DC
0024	-1	20	21	DC
0025	-1	20	35	DC
0026	-1	20	53	BC
0027	-1	20	32	TAC
0028	-1	20	32	DC
0029	-1	20	24	DC
0030	-1	20	43	DC
0031	-1	20	45	NCC
0032	-1	20	91	BC
0033	-1	20	11	NCC
0034	-1	20	11	OC
0035	-1	20	31	DC
0036	-1	20	54	TP
0037	-1	20	13	TC
0038	-1	20	24	DC
0039	-1	20	48	DC
0040	-1	20	52	DC
0041	-1	20	42	BC
0042	-1	20	68	TAC
0043	-1	20	57	DC
0044	-1	20	50	DC
0045	-1	20	90	DC
