0001	-1	20	84	DC
0002	-1	20	73	TC
0003	-1	20	13	NCC
0004	-1	20	14	DC
0005	-1	20	22	DC
0006	-1	20	28	OP
0007	-1	20	73	TP
0008	-1	20	94	TAC
0009	-1	20	18	DC
0010	-1	20	43	DC
0011	-1	20	19	BC
0012	-1	20	99	DC
0013	-1	20	17	DC
0014	-1	20	84	DC
0015	-1	20	73	TC
0016	-1	20	13	NCC
0017	-1	20	14	DC
0018	-1	20	22	DC
0019	-1	20	28	OP
0020	-1	20	73	TP
0021	-1	20	94	TAC
0022	-1	20	38	DC
0023	-1	20	13	DC
0024	-1	20	14	BC
0025	-1	20	19	DC
0026	-1	20	27	DC
0027	-1	20	84	DC
0028	-1	20	53	TC
0029	-1	20	73	NCC
0030	-1	20	64	DC
0031	-1	20	24	DC
0032	-1	20	58	DC
0033	-1	20	33	TP
0034	-1	20	14	TAC
0035	-1	20	58	DC
0036	-1	20	83	NCC
0037	-1	20	16	BC
0038	-1	20	17	DC
0039	-1	20	17	NCC
0040	-1	20	44	DC
0041	-1	20	63	TC
0042	-1	20	43	NCC
0043	-1	20	84	DC
0044	-1	20	52	DC
0045	-1	20	14	OP
0046	-1	20	13	TC
0047	-1	20	12	TC
0048	-1	20	102	TC
0049	-1	20	53	TC
0050	-1	20	54	TC
0051	-1	20	93	TC
0052	-1	20	17	TC
